date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:58:32	1444/1444	---MCZ	404	error ('Not%20Found')	text/html	etag:1674295758-ssl-df	https://crsorgi-govzin.netlify.app/robots.txt		(from )
13:58:33	166/166	---M--	200	added ('OK')	text/html	etag:%22f452cff934b7535340666b2d7f8fe31a-ssl%22	https://crsorgi-govzin.netlify.app/?	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/indexd41d.html	(from )
13:58:35	10515/10515	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%2295b8fbbadee9364334ef2fb2c17ba67b-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthCertificate/view/cert/B/ZGtDZlZNT1Y4WkZGbXN6a25MM1V5Zz09%3d%3d.html	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthCertificate/view/cert/B/ZGtDZlZNT1Y4WkZGbXN6a25MM1V5Zz09==.0.delayed	(from https://crsorgi-govzin.netlify.app/?)
13:58:37	75344/75344	---MCZ	200	added ('OK')	text/html	etag:%2295b8fbbadee9364334ef2fb2c17ba67b-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==.html	(from https://crsorgi-govzin.netlify.app/?)
13:58:39	7942/7942	---MCZ	200	added ('OK')	text/css	etag:%22acbaa5195c133f117b03c1aa53954152-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/style.css	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/style.css	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:40	1090/1090	---M-Z	200	added ('OK')	text/css	etag:%2263ae0c39fea733173382e57a9c210663-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/default.css	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/default.css	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:43	4068/4068	---MCZ	200	added ('OK')	text/css	etag:%22034980fb4f915570aebd8de75b84f54e-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/main.css	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/main.css	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:44	59/59	---M--	200	added ('OK')	text/css	etag:%2283243b20af0a89c0dacf7b5218a14730-ssl%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.all.css	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/jquery.ui.all.css	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:46	14845/14845	---MCZ	200	added ('OK')	text/css	etag:%22cab8fb95ed7123969dc9b055d643989e-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/jquery-ui-1.10.0.custom.css	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/jquery-ui-1.10.0.custom.css	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:48	24752/24752	---MCZ	200	added ('OK')	application/javascript	etag:%226f08dd75c7e0bc5f9e6515c48e581ca1-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/js/mm_menu.js	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/js/mm_menu.js	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:49	143880/143880	---MCZ	200	added ('OK')	application/javascript	etag:%22c1f1d193b427fedbadf94a420a09a585-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/js/jquery-1.9.0.js	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/js/jquery-1.9.0.js	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:51	45821/45821	---MCZ	200	added ('OK')	application/javascript	etag:%2266cbf84e8d89d095f65b9739a2aec6cd-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/js/jquery-ui-1.10.0.custom.js	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/js/jquery-ui-1.10.0.custom.js	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:52	2543/2543	---M-Z	200	added ('OK')	application/javascript	etag:%2280f6d13f6baa53b03bf17e6b0cb2d034-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/js/json_parse.js	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/js/json_parse.js	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:54	5007/5007	---MCZ	200	added ('OK')	application/javascript	etag:%22c53276cab19913a0ddf84323d0f622e0-ssl-df%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/js/jquery.ui.core.js	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/js/jquery.ui.core.js	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:56	52981/52981	---M--	200	added ('OK')	image/jpeg	etag:%22a21d8e2675b53bf95f6bcbf97d427597-ssl%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/logo-top.jpg	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/logo-top.jpg	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:57	4497/4497	---M--	200	added ('OK')	image/gif	etag:%22512b8bd0814029171f258dd2631345a7-ssl%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/emb-forms.gif	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/emb-forms.gif	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:58:59	10656/10656	---M--	200	added ('OK')	image/png	etag:%22eb40c97cf4c89ad9fd13b34edc3d9b2f-ssl%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/efa1c4408f745dcb5c8932db2e6bbbd55a10f292.png	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/efa1c4408f745dcb5c8932db2e6bbbd55a10f292.png	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:59:01	3779/3779	---M--	200	added ('OK')	image/gif	etag:%227db836cfa2a352e7ae7a8450df6d0b87-ssl%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/certificate-logo.gif	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/certificate-logo.gif	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09==)
13:59:02	1230/1230	---M--	200	added ('OK')	image/jpeg	etag:%22decfa4f97c78476ae8cb169e268c7cce-ssl%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/header-top-strip.jpg	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/header-top-strip.jpg	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/style.css)
13:59:04	28079/28079	---M--	200	added ('OK')	image/jpeg	etag:%22f7ac4ddfbacd5025042f23aae1c11279-ssl%22	https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/herader-right-bg.jpg	C:/My%20Web%20Sites/lll/crsorgi-govzin.netlify.app/crsorgi.gov.in/web/images/herader-right-bg.jpg	(from https://crsorgi-govzin.netlify.app/crsorgi.gov.in/web/css/style.css)
